,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,In_nascent_v0,keyword,IsGRO-seq (TRUE or FALSE),keyword
SRR014285,9/21/09 12:06,5/26/14 4:09,4632610,152876130,0,33,108,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/000013/SRR014285,SRX003135,GRO-seq rep 1,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP000629,PRJNA110127,1,110127,SRS002272,SAMN00002090,simple,9606,Homo sapiens,GSM340901,,,,,,,no,,,,,GEO,SRA008244,,public,91FAD58267D9BFF9A5046CA4ED583D15,4AC1271C36211F4FCAAECDE79DF0792F,TRUE,Core2008,,
SRR014286,9/21/09 12:06,5/26/14 4:09,4790987,158102571,0,33,90,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/000013/SRR014286,SRX003136,GRO-seq rep2,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP000629,PRJNA110127,1,110127,SRS002273,SAMN00002091,simple,9606,Homo sapiens,GSM340902,,,,,,,no,,,,,GEO,SRA008244,,public,6BCF9BC07962CAADC8B5B548C8E43BA8,B8868CCB18EBD26312028631E7DD7AA9,TRUE,Core2008,,
SRR014287,9/21/09 12:06,5/26/14 4:09,4598071,151736343,0,33,88,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/000013/SRR014287,SRX003136,GRO-seq rep2,OTHER,other,OTHER,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP000629,PRJNA110127,1,110127,SRS002273,SAMN00002091,simple,9606,Homo sapiens,GSM340902,,,,,,,no,,,,,GEO,SRA008244,,public,8F66C826E19611533054E69C0F2907B2,AC8757E6AE3F55637C28727A0CCFFFC3,TRUE,Core2008,,
SRR064988,10/29/12 9:11,5/27/14 15:21,8700828,382836432,0,44,254,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064988,SRX026391,GSM577244: untreated GRO-seq 1+2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113889,SAMN00109974,simple,7227,Drosophila melanogaster,GSM577244,,,,,,,no,,,,,GEO,SRA023727,,public,0F76C052D182700076292FB0DCBD1876,4AF8A240037E7A08D9ED2F8E8224A114,TRUE,Core2010,,
SRR064989,10/29/12 9:11,5/27/14 15:21,10787866,463878238,0,43,335,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064989,SRX026303,GSM577244: untreated GRO-seq 1+2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113889,SAMN00109974,simple,7227,Drosophila melanogaster,GSM577244,,,,,,,no,,,,,GEO,SRA023727,,public,FF8FAF115FD1A6D408473EECACC281EE,4C86D3844F396D37D5C990D271277AED,TRUE,Core2010,,
SRR064990,10/29/12 9:11,5/27/14 15:21,7528853,331269532,0,44,230,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064990,SRX026392,GSM577245: mock_RNAi GRO-seq 1+2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113890,SAMN00109975,simple,7227,Drosophila melanogaster,GSM577245,,,,,,,no,,,,,GEO,SRA023727,,public,EF7E5222DCCE0079161A6D7B6C191B9E,315000F0CCB85764FB69EE694849E1FC,TRUE,Core2010,,
SRR064991,10/29/12 9:11,5/27/14 15:22,10996049,472830107,0,43,340,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064991,SRX026304,GSM577245: mock_RNAi GRO-seq 1+2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113890,SAMN00109975,simple,7227,Drosophila melanogaster,GSM577245,,,,,,,no,,,,,GEO,SRA023727,,public,4AB10014050A58944171B9C7F9EE5C9E,BB8BAE33CB81D9F3AFD3AD089E897015,TRUE,Core2010,,
SRR064992,10/29/12 9:11,5/27/14 15:21,8519238,374846472,0,44,251,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064992,SRX026393,GSM577246: NELF_RNAi GRO-seq 1+2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113891,SAMN00109976,simple,7227,Drosophila melanogaster,GSM577246,,,,,,,no,,,,,GEO,SRA023727,,public,0D5AF6085FFFF8F2DCD437F8F6C1EB5A,AB1E69B3EAAC731481EA3FEFA1533B78,TRUE,Core2010,,
SRR064993,10/29/12 9:11,5/27/14 15:22,10262521,441288403,0,43,316,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064993,SRX026305,GSM577246: NELF_RNAi GRO-seq 1+2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113891,SAMN00109976,simple,7227,Drosophila melanogaster,GSM577246,,,,,,,no,,,,,GEO,SRA023727,,public,723C73588672409290332F816B4C8D14,D636760A496BDCFCE3DA6F5C1CA6F3C1,TRUE,Core2010,,
SRR064994,10/29/12 9:11,5/27/14 15:21,7479814,321632002,0,43,202,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064994,SRX026306,GSM577247: plus sarkosyl GRO-seq 1,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113892,SAMN00109977,simple,7227,Drosophila melanogaster,GSM577247,,,,,,,no,,,,,GEO,SRA023727,,public,4F6BC50230D235CA1E2A93F586F15782,49B6369CF83FD7244C741A91309BD049,TRUE,Core2010,,
SRR064995,10/29/12 9:11,5/27/14 15:21,2312418,99433974,0,43,60,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064995,SRX026307,GSM577248: minus sarkosyl GRO-seq 1+2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113893,SAMN00109978,simple,7227,Drosophila melanogaster,GSM577248,,,,,,,no,,,,,GEO,SRA023727,,public,3792F97E5A17E20E09968EDA8A0FA154,6A75507BCE45AE3B5C0A0551CC1CAB69,TRUE,Core2010,,
SRR064996,10/29/12 9:11,5/27/14 15:22,5583614,240095402,0,43,144,,https://sra-download.ncbi.nlm.nih.gov/traces/sra0/SRR/000063/SRR064996,SRX026307,GSM577248: minus sarkosyl GRO-seq 1+2,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer,SRP003416,PRJNA133369,2,133369,SRS113893,SAMN00109978,simple,7227,Drosophila melanogaster,GSM577248,,,,,,,no,,,,,GEO,SRA023727,,public,F2952103FEA8D88E671BD076B3439041,216C6B8A1C809CA68BC7006139EE5121,TRUE,Core2010,,
SRR065240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escoubet-Lozach2011,,
SRR065241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escoubet-Lozach2011,,
SRR072814,1/20/11 10:21,5/29/14 3:48,12433936,497357440,0,40,346,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072814,SRX031059,GSM617027: WT_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121160,SAMN00120239,simple,4932,Saccharomyces cerevisiae,GSM617027,,,,,,,no,,,,,GEO,SRA026458,,public,4066BFCE84A9274CA7363CF39AED85DF,470E153825464ADA8757C9FB7817931C,FALSE,,,
SRR072815,1/20/11 10:21,5/29/14 3:48,12729336,509173440,0,40,349,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072815,SRX031059,GSM617027: WT_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121160,SAMN00120239,simple,4932,Saccharomyces cerevisiae,GSM617027,,,,,,,no,,,,,GEO,SRA026458,,public,B72115BF3633E893FF8DED779ABD2884,50D74B0D986FEB473577653D3E0A114B,FALSE,,,
SRR072816,1/20/11 10:21,5/29/14 3:48,13023116,520924640,0,40,356,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072816,SRX031059,GSM617027: WT_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121160,SAMN00120239,simple,4932,Saccharomyces cerevisiae,GSM617027,,,,,,,no,,,,,GEO,SRA026458,,public,12513DCEB1F82980C87A8AE7C116CEC2,8B78F5C24AAE446A582A429979E86A7A,FALSE,,,
SRR072817,1/20/11 10:21,5/29/14 3:48,12605167,504206680,0,40,346,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072817,SRX031059,GSM617027: WT_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121160,SAMN00120239,simple,4932,Saccharomyces cerevisiae,GSM617027,,,,,,,no,,,,,GEO,SRA026458,,public,5A5A8403E1642BF09C6B587FD909A08D,DEEAF31A702E1B32A1A120CE6B489731,FALSE,,,
SRR072818,1/20/11 10:21,5/29/14 3:48,13036678,521467120,0,40,355,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072818,SRX031059,GSM617027: WT_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121160,SAMN00120239,simple,4932,Saccharomyces cerevisiae,GSM617027,,,,,,,no,,,,,GEO,SRA026458,,public,1491FC11F1A3486908D810CD7B522374,431749893BBFB3DF1293E6D5F4DCB028,FALSE,,,
SRR072819,1/20/11 10:21,5/29/14 4:30,12361994,494479760,0,40,348,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072819,SRX031060,GSM617028: WT_mRNA-seq,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121161,SAMN00120240,simple,4932,Saccharomyces cerevisiae,GSM617028,,,,,,,no,,,,,GEO,SRA026458,,public,3681B282EE86EE9D4E7879A72541DB20,9ECC191537BB4FF204EC7BED142B355F,FALSE,,,
SRR072820,1/20/11 10:21,5/29/14 4:30,12951944,518077760,0,40,359,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072820,SRX031060,GSM617028: WT_mRNA-seq,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121161,SAMN00120240,simple,4932,Saccharomyces cerevisiae,GSM617028,,,,,,,no,,,,,GEO,SRA026458,,public,1A39D293BF9E5F81BFE4D2859C289532,4B00F2D9EACFAF8291AE4323374F3C85,FALSE,,,
SRR072821,1/20/11 10:21,5/29/14 4:30,12732631,509305240,0,40,352,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072821,SRX031060,GSM617028: WT_mRNA-seq,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121161,SAMN00120240,simple,4932,Saccharomyces cerevisiae,GSM617028,,,,,,,no,,,,,GEO,SRA026458,,public,A3FF8591410B91DE72913E9DEAEFAEFD,AA777B2F39660D438B1247CDCD04F71A,FALSE,,,
SRR072822,1/20/11 10:21,5/29/14 4:30,13040452,521618080,0,40,353,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072822,SRX031060,GSM617028: WT_mRNA-seq,RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121161,SAMN00120240,simple,4932,Saccharomyces cerevisiae,GSM617028,,,,,,,no,,,,,GEO,SRA026458,,public,0B4F80DAE267E33EF6944B78CDCEBBE0,3D8B0D4F3F88DA3FA3C71A2BA04A365D,FALSE,,,
SRR072823,1/20/11 10:21,5/29/14 4:29,9805489,392219560,0,40,213,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072823,SRX031061,GSM617029: RCO1D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121162,SAMN00120241,simple,4932,Saccharomyces cerevisiae,GSM617029,,,,,,,no,,,,,GEO,SRA026458,,public,B7F670A7771496DA922D093BBA38F6BF,EF3C5B2B257E5CD9D28B5FB33B93323F,FALSE,,,
SRR072824,1/20/11 10:21,5/29/14 4:29,7809327,312373080,0,40,167,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072824,SRX031061,GSM617029: RCO1D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121162,SAMN00120241,simple,4932,Saccharomyces cerevisiae,GSM617029,,,,,,,no,,,,,GEO,SRA026458,,public,F796A3A2841445DC98B6D9CB4BBA8C85,861E646940452B9426D00DE2F4915B9F,FALSE,,,
SRR072825,1/20/11 10:21,5/29/14 4:40,20094751,803790040,0,40,369,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072825,SRX031062,GSM617030: DST1D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121163,SAMN00120242,simple,4932,Saccharomyces cerevisiae,GSM617030,,,,,,,no,,,,,GEO,SRA026458,,public,DE5EB49398737AB01DF4D4902E1D9E0C,17BCD2410DB59A9A8A4E425D3243965A,FALSE,,,
SRR072826,1/20/11 10:21,5/29/14 4:54,10194259,407770360,0,40,164,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072826,SRX031062,GSM617030: DST1D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121163,SAMN00120242,simple,4932,Saccharomyces cerevisiae,GSM617030,,,,,,,no,,,,,GEO,SRA026458,,public,1701CEE9CFD19189F81517D5C952A90C,8CB7D73E7472D6FA3E9A42B6D5AF303C,FALSE,,,
SRR072827,1/20/11 10:21,5/29/14 4:38,10141858,405674320,0,40,161,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072827,SRX031062,GSM617030: DST1D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121163,SAMN00120242,simple,4932,Saccharomyces cerevisiae,GSM617030,,,,,,,no,,,,,GEO,SRA026458,,public,9DB60B1EFFC92302FCEF8A066B08EEC4,96D7833BAF59EFCA0298B2CC56FA99CE,FALSE,,,
SRR072828,1/20/11 10:21,5/29/14 4:31,9921453,396858120,0,40,163,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072828,SRX031062,GSM617030: DST1D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121163,SAMN00120242,simple,4932,Saccharomyces cerevisiae,GSM617030,,,,,,,no,,,,,GEO,SRA026458,,public,D13E12EE96E97F98940925FED7E5D8E8,95A7B5034AB825BE889C236185B63826,FALSE,,,
SRR072829,1/20/11 10:21,5/29/14 4:37,22561972,902478880,0,40,570,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072829,SRX031063,GSM617031: EAF3D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121164,SAMN00120243,simple,4932,Saccharomyces cerevisiae,GSM617031,,,,,,,no,,,,,GEO,SRA026458,,public,7596E9863D1141D0FF54DBEB2A07CE3F,98CAB9B5ECC4650E38513FB41BFB797F,FALSE,,,
SRR072830,1/20/11 10:21,5/29/14 4:33,22714121,908564840,0,40,568,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072830,SRX031064,GSM617032: SET2D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121165,SAMN00120244,simple,4932,Saccharomyces cerevisiae,GSM617032,,,,,,,no,,,,,GEO,SRA026458,,public,CC452803396C26E583F00EAA5841FECF,9572881626E0785F4618CF9E588D1C25,FALSE,,,
SRR072831,1/20/11 10:21,5/29/14 4:39,23484386,939375440,0,40,595,,https://sra-download.ncbi.nlm.nih.gov/traces/sra1/SRR/000071/SRR072831,SRX031065,GSM617033: SET1D_NET-seq,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP004431,PRJNA134499,2,134499,SRS121166,SAMN00120245,simple,4932,Saccharomyces cerevisiae,GSM617033,,,,,,,no,,,,,GEO,SRA026458,,public,200F6CA030B5430AD82E124039ACB976,F619E6661F7DAAF033D2D4E454ECEE8F,FALSE,,,
SRR073008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR073022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Larschan2011,,
SRR091798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ji2011,,
SRR097854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR097864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Min2011,,
SRR1015583,7/22/15 17:04,12/15/15 4:34,22552183,969743869,0,43,583,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015583,SRX367020,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493144,SAMN02381059,simple,9606,Homo sapiens,GSM1240738,,,,,,,no,,,,,GEO,SRA107964,,public,255D09A28076661E8D9001DC876E4DD5,1C528F7989F103C14A96FEDB525E5F12,TRUE,Luo2014,,
SRR1015584,7/22/15 17:04,12/15/15 1:49,23983780,1031302540,0,43,621,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015584,SRX367021,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493145,SAMN02381058,simple,9606,Homo sapiens,GSM1240739,,,,,,,no,,,,,GEO,SRA107964,,public,DA821404640CD3D7CCD3791D5B9E5977,1B94980F25305FC745C84231AE22B5D5,TRUE,Luo2014,,
SRR1015585,7/22/15 17:04,12/15/15 1:47,21846644,830172472,0,38,494,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015585,SRX367022,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493146,SAMN02381053,simple,9606,Homo sapiens,GSM1240740,,,,,,,no,,,,,GEO,SRA107964,,public,C588F0495AF572AA56BF143E02AFA411,3CB4785944245CC5D7BAEE62D6CB4A68,TRUE,Luo2014,,
SRR1015586,7/22/15 17:04,12/15/15 4:47,18439747,700710386,0,38,410,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015586,SRX367023,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493147,SAMN02381055,simple,9606,Homo sapiens,GSM1240741,,,,,,,no,,,,,GEO,SRA107964,,public,CBBD84DCBC1E3D6E6010F671EC887289,91C8F40355512BAFD0EE7384D4657348,TRUE,Luo2014,,
SRR1015587,7/22/15 17:04,12/15/15 4:41,16498888,626957744,0,38,355,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015587,SRX367024,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493148,SAMN02381054,simple,9606,Homo sapiens,GSM1240742,,,,,,,no,,,,,GEO,SRA107964,,public,6818AF1BC37B688970F1E748F171FDDA,8EBC8426E21E2BE1E32A8616EDE28A46,TRUE,Luo2014,,
SRR1015588,7/22/15 17:04,12/15/15 1:51,22295988,958727484,0,43,589,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015588,SRX367025,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493149,SAMN02381062,simple,9606,Homo sapiens,GSM1240743,,,,,,,no,,,,,GEO,SRA107964,,public,56D9B557754A2806356B3DC3B9547A30,C474D30665F013633E05E1FD1BA0C9EB,TRUE,Luo2014,,
SRR1015589,7/22/15 17:04,12/15/15 4:46,20578322,781976236,0,38,465,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015589,SRX367026,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493150,SAMN02381065,simple,9606,Homo sapiens,GSM1240744,,,,,,,no,,,,,GEO,SRA107964,,public,1F2CD6A91B99804342653ACB0651163A,F2574C972A2C1C4D97F308707E5CC9EA,TRUE,Luo2014,,
SRR1015590,7/22/15 17:04,12/15/15 1:50,24555585,933112230,0,38,592,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015590,SRX367027,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493151,SAMN02381063,simple,9606,Homo sapiens,GSM1240745,,,,,,,no,,,,,GEO,SRA107964,,public,30E01EE56A861D1FF912199671249B46,288B904F454B98A915F386A3BF10814A,TRUE,Luo2014,,
SRR1015591,2/27/14 15:37,10/23/13 11:36,141172786,7199812086,0,51,4977,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015591,SRX367028,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493152,SAMN02381057,simple,9606,Homo sapiens,GSM1240746,,,,,,,no,,,,,GEO,SRA107964,,public,9908FA0EAF88A4478148E24EAF3BD97D,4BB8A5C145956ED01A942C69F7B49854,TRUE,Luo2014,,
SRR1015592,2/27/14 15:37,10/23/13 11:27,88677146,4522534446,0,51,3168,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/000991/SRR1015592,SRX367029,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP031852,PRJNA223649,2,223649,SRS493153,SAMN02381061,simple,9606,Homo sapiens,GSM1240747,,,,,,,no,,,,,GEO,SRA107964,,public,3E1A89682D97E30BB39284ABAC6DD314,0821B8ECFF6D02A277E2A699B90DCA28,TRUE,Luo2014,,
